id,titre,site_name,date_publication,nom_entreprise,description_poste,region,ville,secteur_activite,metier,type_contrat,niveau_etudes,experience,profil_recherche,hard_skills,soft_skills,competences_recommandees,langue,salaire,teletravail,type_contrat_encoded,langue_encoded
1462,Ingénieur Etude et Développement Hispanophone  Rabat Maroc,https://www.rekrute.com/,2024-11-15,DXC Technology Maroc,Responsabilités   Modélisation et développement en langage approprié  Développer la solution  programmes interfaces conformément aux spécifications techniques  Respect des normes et standards de,2 postes sur Rabat et région  Maroc,Rabat,Secteur dactivité  Informatique,Non spécifié,CDI,Bac 4 Minimum  Master,Moins de 1 an,Poste  Responsabilités   Modélisation et développement en langage approprié  Développer la solution  programmes interfaces conformément aux spécifications techniques  Respect des normes et standards de développements  Assurer le support et la maintenance corrective ou évolutive  Prise en compte des cahiers des charges ainsi que veiller à leur respect  Réalisation et rédaction des fiches des tests unitaires Mission  Participer à toutes les phases du cycle de vie dun projet  analyse conception réalisation gestion de configuration support de client,C C sem Java PHP,Responsabilité Autonomie Travail en équipe initiative,analyse conception réalisation gestion de configuration support de client Compétences Techniques  UML Merise Rational Rose  CCC COBOL Visual C Assembleur  JavaScript Flash Dreamweaver Visual Basic PHP  SQL PLSQL framework  Compétences comportementales   Esprit danalyse  Autonomie  Travail en équipe  Esprit dinitiative,Français Courant,Non spécifié,1,0,-1
1463,Ingénieur Etude et Développement Hispanophone  Rabat Maroc,https://www.rekrute.com/,2024-11-15,DXC Technology Maroc,Responsabilités   Modélisation et développement en langage approprié  Développer la solution  programmes interfaces conformément aux spécifications techniques  Respect des normes et standards de,2 postes sur Rabat et région  Maroc,Rabat,Secteur dactivité  Informatique,Non spécifié,CDI,Bac 4 Minimum  Master,Moins de 1 an,Poste  Responsabilités   Modélisation et développement en langage approprié  Développer la solution  programmes interfaces conformément aux spécifications techniques  Respect des normes et standards de développements  Assurer le support et la maintenance corrective ou évolutive  Prise en compte des cahiers des charges ainsi que veiller à leur respect  Réalisation et rédaction des fiches des tests unitaires Mission  Participer à toutes les phases du cycle de vie dun projet  analyse conception réalisation gestion de configuration support de client,C C sem Java PHP,Responsabilité Autonomie Travail en équipe initiative,analyse conception réalisation gestion de configuration support de client Compétences Techniques  UML Merise Rational Rose  CCC COBOL Visual C Assembleur  JavaScript Flash Dreamweaver Visual Basic PHP  SQL PLSQL framework  Compétences comportementales   Esprit danalyse  Autonomie  Travail en équipe  Esprit dinitiative,Français Courant,Non spécifié,0,0,-1
1464,Manager Maroc HF  Casablanca Maroc,https://www.rekrute.com/,2024-11-15,HP SEARCH,Nous recherchons une Manager expérimentée pour le compte de notre client PME internationale dans la fabrication détiquettes packagings et accessoires Vos principales missions seront Gérer les,1 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Edition  Imprimerie  Indifférent,Non spécifié,CDI,Bac 3 Minimum  Master Poste avec Management,De 5 à 10 ans,Profil recherché  Profil  Minimum 5 ans dexpérience en management Anglais courant Compétences organisationnelles et leadership solides Maîtrise dExcel et Outlook Expérience en impression et connaissance du marché marocain souhaitées,Anglais Outlook,organisation leadership,expérience en management Anglais courant Compétences organisationnelles et leadership solides Maîtrise dExcel et Outlook Expérience en impression et connaissance du marché marocain souhaitées,Anglais courant,Non spécifié,0,0,-1
1465,Télévendeurs en émission Primes déplafonnées Challenges Bons dachats  Casablanca Maroc,https://www.rekrute.com/,2024-11-15,Foundever ex Sitel Group,Foundever recrute pour son site basé à Casanearshore des Télévendeurs qui auront pour missions  Réceptionner les appels des clients Développer le portefeuille clients Commercialiser et promouvoir des,15 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Offshoring  Nearshoring,Non spécifié,CDI,Bac Minimum  Baccalauréat,De 1 à 3 ans,Profil recherché  Issu e dune formation niveau bac ou plus Vous justifiez un excellent niveau de français à loral et à lécrit  Vous êtes dotés dune fibre commerciale dun sens de lécoute et dun esprit danalyse  Vous avez une capacité de négociation et persuasion Une expérience dans une activité de vente est souhaitable  Vous êtes rigoureux et dynamique  Vous avez de bonnes connaissances de loutil informatique  Foundever Group vous offre  Rémunération attractive fixe primes déplafonnées  Contrat CDI dès le premier jour de Formation Formation rémunérée à 100 Avantages sociaux attrayants Cotisation Sociale Assurance Maladie Espace de travail convivial Club Social Animation Bons dachats Tombola Jeux de société Babyfoot Transport assuré Comme tous les postes de notre entreprise ce poste est ouvert aux personnes en situation de handicap,français Assurance Transport,écoute négociation,écoute et dun esprit danalyse  Vous avez une capacité de négociation et persuasion Une expérience dans une activité de vente est souhaitable  Vous êtes rigoureux et dynamique  Vous avez de bonnes connaissances de loutil informatique  Foundever Group vous offre  Rémunération attractive fixe primes déplafonnées  Contrat CDI dès le premier jour de Formation Formation rémunérée à 100 Avantages sociaux attrayants Cotisation Sociale Assurance Maladie,français Courant,Non spécifié,0,0,-1
1466,Manager déquipe en conduite dactivité  Casablanca Maroc,https://www.rekrute.com/,2024-11-15,Genius Services,Rattachée au Responsable dactivité vos principales missions seront   Gestion et administration de lactivité   Suivre les indicateurs de production  Planifier organiser et piloter,1 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Centre dappel  Telecom,Non spécifié,CDI,Bac 2 Minimum  BTS  DUT Poste avec Management,De 3 à 5 ans,Profil recherché  Expérience antérieure de 2 ans minimum en tant que manager déquipe en conduite dactivité  Sens du service de la qualité et du résultat   Capacité danticipation dorganisation dobservation et de contrôle réactivité adaptation dynamisme et résistance au stress   Forte capacité de communication écoute active très bon relationnel   Exemplarité esprit constructif capacité à se remettre en question esprit déquipe disponibilité et approche pédagogique  Maîtrise des techniques danimation débriefing collectifs et individuels animation de formations évaluation des écoutes    Pratique du management fixation dobjectifs conduite dentretiens individuels et collectifs    Maîtrise des caractéristiques du produit des enjeux économiques clients des outils informatiques fondamentaux et des logiciels dédiés,qualité,organisation communication écoute relationnel,organisation dobservation et de contrôle réactivité adaptation dynamisme et résistance au stress   Forte capacité de communication écoute active très bon relationnel   Exemplarité esprit constructif capacité à se remettre en question esprit déquipe disponibilité et approche pédagogique Maîtrise des techniques danimation débriefing collectifs et individuels animation de formations évaluation des écoutes Maîtrise des caractéristiques du produit des enjeux économiques clients des outils informatiques fondamentaux et des logiciels dédiés,Français Courant,Non spécifié,0,0,-1
1467,Contrôleur de Gestion Senior  Had Soualem  Had Soualem Maroc,https://www.rekrute.com/,2024-11-15,Best Biscuits Maroc,Assurer le pilotage opérationnel de lentreprise en élaborant analysant et suivant les budgets prévisions et performances financières Le Contrôleur de Gestion Senior joue un rôle clé dans laide,1 postes sur Settat et région  Maroc,Had Soualem,Secteur dactivité  Agroalimentaire,Non spécifié,CDI,Bac 5 et plus Minimum  Ecole de commerce Poste avec Management,De 3 à 5 ans,Profil recherché  Bac 5 Master en contrôle de gestion dans une grande école Expérience de 5 ans minimum dans un poste similaire en industrie  idéalement en industrie agroalimentaire Maitrise des outils informatique et des logiciels de gestion  gestion déquipe Vous avez une grande capacité à produire des reportings et les analyser,contrôle de gestion reporting,Non spécifié,capacité à produire des reportings et les analyser,Français Courant,Non spécifié,0,0,-1
1468,Télévendeurs en émission dappels Yaacoub El Mansour Casablanca  Casablanca Maroc,https://www.rekrute.com/,2024-11-15,Foundever ex Sitel Group,Foundever recrute pour son site basé à Yaacoub El Mansour des Télévendeurs qui auront pour missions   Développer le portefeuille clients  Commercialiser et promouvoir des produits  Détecter,15 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Offshoring  Nearshoring,Non spécifié,CDI,Bac Minimum  Ecole de commerce  Baccalauréat,Moins de 1 an,Profil recherché  Issu e dune formation niveau bac ou plus  Vous justifiez un excellent niveau de français à loral et à lécrit   Vous êtes dotés dune fibre commerciale dun sens de lécoute et dun esprit danalyse   Vous avez une capacité de négociation et persuasion  Une expérience dans une activité de vente est souhaitable   Vous êtes rigoureux et dynamique   Vous avez de bonnes connaissances de loutil informatique  Foundever Group vous offre   Rémunération attractive fixe prime  Contrat CDI dès le premier jour de Formation  Formation rémunérée à 100   Avantages sociaux attrayants Assurance Maladie club social  Espace de travail convivial Club Social Animation Bons dachats Tombola Jeux de société Babyfoot,français Assurance,écoute négociation,écoute et dun esprit danalyse   Vous avez une capacité de négociation et persuasion  Une expérience dans une activité de vente est souhaitable   Vous êtes rigoureux et dynamique   Vous avez de bonnes connaissances de loutil informatique  Foundever Group vous offre   Rémunération attractive fixe prime  Contrat CDI dès le premier jour de Formation  Formation rémunérée à 100   Avantages sociaux attrayants Assurance Maladie club social  Espace de travail convivial Club Social Animation Bons dachats Tombola Jeux de société Babyfoot,français Courant,Non spécifié,0,0,-1
1469,Responsable RH Sénior  Had Soualem  Had Soualem Maroc,https://www.rekrute.com/,2024-11-15,Best Biscuits Maroc,Nous vous proposons une opportunité unique au sein de notre Direction Ressources Humaines Mission  Gérer lAdministration du Personnel conformément aux directives du DRH aux obligations légales règlement,1 postes sur Casablanca et région  Maroc,Had Soualem,Secteur dactivité  Agroalimentaire,Non spécifié,CDI,Bac 5 et plus Minimum  Master Poste avec Management,De 10 à 20 ans,Profil recherché  Formation Bac5 Master en Ressources humaines Homme de terrain pouvant gérer un grand nombre deffectif dynamique impliqué charismatique Avoir une expérience PROBANTE de plus de 10 ans dans un poste similaire Excellentes compétences interpersonnelles et communicationnelles Connaissance du droit du travail et des réglementations sociales,Non spécifié,communication,compétences interpersonnelles et communicationnelles,Français Courant,Non spécifié,0,0,-1
1470,Chef de projets  Hôtellerie  Casablanca Maroc,https://www.rekrute.com/,2024-11-15,Al Hoceinia,Suivi des travaux  Suivre la production et la validation de la documentation technique APS APD  DCE  Marchés  Suivre lavancement détaillé des travaux des projets  Veiller au respect des plannings et des coûts,1 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  BTP  Génie Civil  Immobilier  Promoteur  Agence,Non spécifié,CDI,Bac 5 et plus Minimum  Master Poste avec Management,De 3 à 5 ans,Profil recherché  Expérience   2 à 6 ans dexpérience dans la fonction technique en Immobilier  Bonnes connaissances en PVs  reportings  Excellent niveau en français Soft skills   Pragmatisme  Implication  Force de proposition  Goût pour la performance et le défi  Anticipation et réactivité  A lécoute du marché et des nouveautés  Intégrité rigueur objectivité et respect des règles  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes,reporting français sem,écoute Intégrité rigueur communication,connaissances en PVs  reportings  Excellent niveau en français Soft skills   Pragmatisme  Implication  Force de proposition  Goût pour la performance et le défi  Anticipation et réactivité  A lécoute du marché et des nouveautés  Intégrité rigueur objectivité et respect des règles  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes,français Courant,Non spécifié,0,0,-1
1471,Chef de projets immobiliers  Rabat Maroc,https://www.rekrute.com/,2024-11-15,Al Hoceinia,Suivi des travaux  Suivre la production et la validation de la documentation technique APS APD  DCE  Marchés  Suivre lavancement détaillé des travaux des projets  Veiller au respect des plannings et des coûts,1 postes sur Rabat et région  Maroc,Rabat,Secteur dactivité  BTP  Génie Civil  Immobilier  Promoteur  Agence,Non spécifié,CDI,Bac 5 et plus Minimum  Master Poste avec Management,De 5 à 10 ans,Profil recherché  Expérience   2 à 6 ans dexpérience dans la fonction technique en Immobilier  Bonnes connaissances en PVs  reportings  Excellent niveau en français Soft skills   Pragmatisme  Implication  Force de proposition  Goût pour la performance et le défi  Anticipation et réactivité  A lécoute du marché et des nouveautés  Intégrité rigueur objectivité et respect des règles  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes,reporting français sem,écoute Intégrité rigueur communication,connaissances en PVs  reportings  Excellent niveau en français Soft skills   Pragmatisme  Implication  Force de proposition  Goût pour la performance et le défi  Anticipation et réactivité  A lécoute du marché et des nouveautés  Intégrité rigueur objectivité et respect des règles  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes,français Courant,Non spécifié,0,0,-1
1472,Ingénieur travaux junior  Immobilier  Casablanca Maroc,https://www.rekrute.com/,2024-11-15,Al Hoceinia,Suivi des travaux de construction et finition de projets immobiliers  Superviser lensemble des travaux de construction et de finition des ouvrages  Contrôler la conformité des travaux exécutés par rapport aux plans et,1 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  BTP  Génie Civil,Non spécifié,CDI,Bac 5 et plus Minimum  Ecole dingénieur,Débutant,Profil recherché  Formation de base  Bac 5 en génie civil et bâtiment Expérience  Un première expérience dans un poste similaire est souhaitable Maitrise des techniques de la conduite des chantiers et projets de construction en TCE Suivi coordination et supervision des travaux Maitrise des lots techniques du bâtiment GO plomberie climatisation électricité etc Maitrise des corps de métiers architecturaux Revêtement faux plafonds cloisons sèches etc Planification Contrôle de conformité et réception des travaux Soft skills   Intégrité rigueur objectivité et respect des règles  Compétences relationnelles et capacités découte  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes  Capacité à gérer lensemble des parties prenantes des projets  Esprit de planification et dorganisation,génie civil coordination supervision Planification conformité sem planification,Intégrité rigueur relationnel écoute communication organisation,Soft skills rigueur objectivité et respect des règles  Compétences relationnelles et capacités découte  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes  Capacité à gérer lensemble des parties prenantes des projets  Esprit de planification et dorganisation,Français Courant,Non spécifié,0,0,-1
1473,Conseillers Clients en Assistance Technique Primes déplafonnées  Challenges  Tombola  Animation  Casablanca Maroc,https://www.rekrute.com/,2024-11-15,Foundever ex Sitel Group,Descriptif du poste Le Groupe Foundever recrute pour son site basé à Casanearshore des conseillers clients en réception dappels qui auront pour mission dassurer lassistance de la clientèle en,20 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Offshoring  Nearshoring,Non spécifié,CDI,Bac Minimum  Université,Moins de 1 an,Profil recherché   Issu e dune formation Bac et plus  Une 1ere expérience en service client est souhaitable  Un bon niveau de langue française à loral comme et à lécrit  Le sens de lécoute et du service  Une bonne connaissance de loutil informatique  Assidu impliqué ponctuel FoundEver Group vous offre   Rémunération attractive fixeprime  Contrat CDI dès le premier jour de Formation  Formation rémunérée à 100  Avantages sociaux attrayants Assurance Maladie Club social   Espace de travail convivial Club Social Animation Bons dachats Tombola Jeux de société Babyfoot  Transport assuré,français Assurance Transport,écoute,expérience en service client est souhaitable  Un bon niveau de langue française à loral comme et à lécrit  Le sens de lécoute et du service  Une bonne connaissance de loutil informatique  Assidu impliqué ponctuel FoundEver Group vous offre   Rémunération attractive fixeprime  Contrat CDI dès le premier jour de Formation  Formation rémunérée à 100  Avantages sociaux attrayants Assurance Maladie Club social   Espace de travail convivial Club Social Animation Bons dachats Tombola Jeux de société Babyfoot  Transport assuré,français Courant,Non spécifié,0,0,-1
1474,Technicien de travaux  Immobilier  Dakar Sénégal,https://www.rekrute.com/,2024-11-14,Al Hoceinia,Suivi des travaux de construction et finition de projets immobiliers  Superviser lensemble des travaux de construction et de finition des ouvrages  Contrôler la conformité des travaux exécutés par rapport aux plans et,1 postes sur Tout le Sénégal  Sénégal,Dakar,Secteur dactivité  BTP  Génie Civil,Non spécifié,CDI,Bac 2 Minimum  BTS  DUT,De 5 à 10 ans,Profil recherché  Expérience  Une expérience de 8 ans dans un poste similaire est obligatoire Maitrise des techniques de la conduite des chantiers et projets de construction en TCE Suivi coordination et supervision des travaux Maitrise des lots techniques du bâtiment GO plomberie climatisation électricité etc Maitrise des corps de métiers architecturaux Revêtement faux plafonds cloisons sèches etc Planification Contrôle de conformité et réception des travaux Soft skills   Intégrité rigueur objectivité et respect des règles  Compétences relationnelles et capacités découte  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes  Capacité à gérer lensemble des parties prenantes des projets  Esprit de planification et dorganisation Poste basé à Dakar,coordination supervision Planification conformité sem planification,Intégrité rigueur relationnel écoute communication organisation,Soft skills rigueur objectivité et respect des règles  Compétences relationnelles et capacités découte  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes  Capacité à gérer lensemble des parties prenantes des projets  Esprit de planification et dorganisation Poste basé à Dakar,Français Courant,Non spécifié,0,0,-1
1475,Technicien de travaux  Immobilier  Abidjan Côte dIvoire,https://www.rekrute.com/,2024-11-14,Al Hoceinia,Suivi des travaux de construction et finition de projets immobiliers  Superviser lensemble des travaux de construction et de finition des ouvrages  Contrôler la conformité des travaux exécutés par rapport aux plans et,1 postes sur Toute la Côte dIvoire  Côte dIvoire,Abidjan,Secteur dactivité  BTP  Génie Civil,Non spécifié,CDI,Bac 2 Minimum  BTS  DUT,De 5 à 10 ans,Profil recherché  Expérience  Une expérience de 8 ans dans un poste similaire est obligatoire Maitrise des techniques de la conduite des chantiers et projets de construction en TCE Suivi coordination et supervision des travaux Maitrise des lots techniques du bâtiment GO plomberie climatisation électricité etc Maitrise des corps de métiers architecturaux Revêtement faux plafonds cloisons sèches etc Planification Contrôle de conformité et réception des travaux Soft skills   Intégrité rigueur objectivité et respect des règles  Compétences relationnelles et capacités découte  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes  Capacité à gérer lensemble des parties prenantes des projets  Esprit de planification et dorganisation Poste basé à Abidjan,coordination supervision Planification conformité sem planification,Intégrité rigueur relationnel écoute communication organisation,Soft skills rigueur objectivité et respect des règles  Compétences relationnelles et capacités découte  Sens de la communication et du contact avec lensemble des interlocuteurs internes et externes  Capacité à gérer lensemble des parties prenantes des projets  Esprit de planification et dorganisation Poste basé à Abidjan,Français Courant,Non spécifié,0,0,-1
1476,Gestionnaire sous traitance  CASABLANCA Maroc,https://www.rekrute.com/,2024-11-14,Manpower Agences,Nous cherchons pour le compte de notre client une grande multinationale opérant dans le secteur de laéronautique un Gestionnaire Sous Traitance intérimaire Vos Missions se dérouleront autour de Gestionnaire,10 postes sur Casablanca et région  Maroc,CASABLANCA,Secteur dactivité  Aéronautique  Spatial,Non spécifié,Autre,Bac 2 Minimum  BTS  DUT,De 1 à 3 ans,Profil recherché  Profils Recherchés  Formation de bac23 en Achat logistique Expérience 1à 2 ans dans une fonction logistique idéalement similaire au besoin,logistique,Non spécifié,Non spécifié,Français Courant,Non spécifié,0,-1,-1
1477,Contrôleur de Gestion HF  Casablanca Maroc,https://www.rekrute.com/,2024-11-14,PwC,1 Contrôle de gestion central  Produire des reportings récurrents de suivi de la production et des revenus à lattention des associés et responsables de BU  Produire de lensemble des reportings,1 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Comptabilité  Audit,Non spécifié,CDI,Bac 5 et plus Minimum,Moins de 1 an,Profil recherché  Formation Bac5 avec de solides connaissances en contrôle de gestion et finance 1 Hard Skills Solides connaissances en comptabilité et finance Capacité à travailler en équipe Agile avec Microsoft Excel et les ERP dont SAP Connaissance de loutil Concur serait un plus Appétence forte pour lanalyse chiffrée capacité à faire parler les chiffres pour dégager les tendances clés de manière synthétique Qualité rédactionnelle capacité à challenger le management group et associés 2 Soft Skills Aisance relationnelle pédagogie sens de lorganisation Sens du service et capacité à travailler en équipe Forte implication proactivité réactivité anticipation autonomie Rigueur travail méthodique curiosité intellectuelle esprit critique,contrôle de gestion comptabilité Microsoft Excel SAP Qualité,Aisance relationnelle organisation proactivité autonomie Rigueur curiosité esprit critique,connaissances en contrôle de gestion et finance 1 Hard Skills Solides connaissances en comptabilité et finance Capacité à travailler en équipe Agile avec Microsoft Excel et les ERP dont SAP Connaissance de loutil Concur serait un plus Appétence forte pour lanalyse chiffrée capacité à faire parler les chiffres pour dégager les tendances clés de manière synthétique Qualité rédactionnelle capacité à challenger le management group et associés 2 Soft Skills Aisance relationnelle pédagogie sens de lorganisation Sens du service et capacité à travailler en équipe Forte implication proactivité réactivité anticipation autonomie Rigueur travail méthodique curiosité intellectuelle esprit critique,Français Courant,Non spécifié,1,0,-1
1478,Chargé dappui commercial  Casablanca Maroc,https://www.rekrute.com/,2024-11-14,Finéa,Rattachée au Responsable de la Succursale vos principales missions consisteront à  Gestion de la relation client  Assurer lanimation commerciale et la fidélisation des clients relevant de son portefeuille à travers,1 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Banque  Finance,Non spécifié,CDI,Bac 5 et plus Minimum  Master,De 1 à 3 ans,Profil recherché   Formation de niveau Bac5 en gestion financière   Minimum 1 an dans un poste similaire idéalement dans le secteur bancaire  Compétences requises pour le poste  Maîtrise des techniques danimation commerciale   Gestion de la relation client   Avoir le sens de la négociation   Capacité à lélaboration lanalyse et le suivi des plans dactions commerciaux   Avoir une connaissance des produits bancaires,Non spécifié,négociation,Compétences requises pour le poste  Maîtrise des techniques danimation commerciale   Gestion de la relation client   Avoir le sens de la négociation   Capacité à lélaboration lanalyse et le suivi des plans dactions commerciaux   Avoir une connaissance des produits bancaires,Français Courant,Non spécifié,0,0,-1
1479,Chargée de Facturation  Rabat Maroc,https://www.rekrute.com/,2024-11-14,Fondation Arrawaj,Missions Principales   Recevoir les factures du bureau dordre et vérifier leur conformité numéro de facture date ICE référence contrat bon de commande montants etc,1 postes sur Rabat et région  Maroc,Rabat,Secteur dactivité  Banque  Finance,Non spécifié,CDI,Bac 3 Minimum,De 1 à 3 ans,Profil recherché  Compétences Techniques   Maîtrise des logiciels de gestion comptable Sage FRP 1000 et des outils bureautiques  Connaissance des processus de facturation et des procédures administratives Compétences Comportementales   Organisation et rigueur dans la gestion des documents  Bonne communication pour échanger avec les services internes  Esprit déquipe et proactivité Formation et Expérience   Diplôme  Bac3 en Gestion Comptable ou Finance  Expérience  1 à 2 ans dans un poste similaire idéalement dans un environnement administratif ou financier,Sage,Organisation rigueur communication proactivité,Compétences Techniques   Maîtrise des logiciels de gestion comptable Sage FRP 1000 et des outils bureautiques Connaissance des processus de facturation et des procédures administratives Compétences Comportementales   Organisation et rigueur dans la gestion des documents communication pour échanger avec les services internes,Français Courant,Non spécifié,0,0,-1
1480,Responsable magasin  Maroc Maroc,https://www.rekrute.com/,2024-11-14,Groupe LabelVie  Carrefour,Dans le cadre du développement de son réseau de magasins le Groupe LabelVie recrute plusieurs Responsable de magasins HF Le Responsable magasin doit contribuer à lexploitation du magasin afin d assurer la,10 postes sur Tout le Maroc  Maroc,Maroc,Secteur dactivité  Distribution,Non spécifié,CDI,Bac 5 et plus Minimum Poste avec Management,De 3 à 5 ans,Profil recherché  Profil recherché  De formation Bac3 et plus en Commerce etou Management vous justifiez dune expérience dau moins 6 ans en tant que responsable magasin ou responsable magasin adjoint dans la grande distribution et dans laquelle vous avez développé les compétences suivantes  Orienté service client Leadership Rigueur prise dinitiative et réactivité Un bon sens relationnel  LabelVie sengage à prévenir toute forme de discrimination et notamment celles fondées sur le sexe ou la situation et les responsabilités familiales LabelVie sengage à promouvoir légalité des chances entre les hommes et les femmes en matière daccès à lemploi et à la formation de conditions de travail de rémunération dévolution de carrière et daccès à des postes à responsabilité,Non spécifié,Leadership Rigueur prise dinitiative relationnel responsabilité,compétences suivantes  Orienté service client Leadership Rigueur prise dinitiative et réactivité Un bon sens relationnel  LabelVie sengage à prévenir toute forme de discrimination et notamment celles fondées sur le sexe ou la situation et les responsabilités familiales,Français Courant,Non spécifié,0,0,-1
1481,Contrôleur de Gestion Senior  CASABLANCA Maroc,https://www.rekrute.com/,2024-11-14,Non spécifié,Nous recrutons une Contrôleur se de gestion rattaché e au directeur général Vous aurez comme mission   Gestion déquipe   Concevoir et alimenter les tableaux de bord   Assurer la,1 postes sur Casablanca et région  Maroc,CASABLANCA,Secteur dactivité  Aéronautique  Spatial  Autres Industries,Non spécifié,CDI,Bac 5 et plus Minimum  Master Poste avec Management,De 5 à 10 ans,Profil recherché  De formation Bac45 Master en Audit  Contrôle de gestion vous disposez dune expérience probante dau moins 5 ans dans un poste similaire  Maitrise du logiciel SAGE  Aisance relationnelle   Orientée résultat avec une grande capacité danalyse et de synthèse   Organisée rigoureux se et méthodique et capable de travailler de façon autonome   Qualités managériales  sens des responsabilités proactif ve esprit déquipe,Audit Contrôle de gestion SAGE Qualité,Aisance relationnelle synthèse sens des responsabilités Organisation,Aisance relationnelle   Orientée résultat avec une grande capacité danalyse et de synthèse   Organisée rigoureux se et méthodique et capable de travailler de façon autonome   Qualités managériales  sens des responsabilités proactif ve esprit déquipe,Français Courant,Non spécifié,0,0,-1
1482,Chargée de Clientèle  centre dappel  Casablanca Maroc,https://www.rekrute.com/,2024-11-14,Manpower Agences,En tant que chargée de clientèle vos missions seront Préparation et planification des Rendezvous  Supervision et géolocalisation des techniciens  Traitement des échecs et reprise de Rendezvous clients,1 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Centre dappel  Offshoring  Nearshoring,Non spécifié,CDI,Bac Minimum  Université,Moins de 1 an,Profil recherché  Savoir et Savoirfaire  Très bonne maîtrise dExcel croisement de données tableaux de bord maîtrises des formules  Excellent niveau de communication orale et écrite  Bonne élocution  Bonne maîtrise de la relation clients  Utilisation courante des outils informatiques pack office  messagerie outlook aptitude à appréhender aisément un nouveau logiciel Savoirêtre  Qualités relationnelles  sens du contact et du service  Capacités découte diplomatie patience  Egalité dhumeur  capacité à rester aimable et souriante en toute circonstance  Tempérament réactif et enthousiaste,sem tableau sage outlook Qualité,communication Qualités relationnelles écoute diplomatie patience,maîtrise dExcel croisement de données tableaux de bord maîtrises des formules  Excellent niveau de communication orale et écrite  Bonne élocution  Bonne maîtrise de la relation clients  Utilisation courante des outils informatiques pack office  messagerie outlook aptitude à appréhender aisément un nouveau logiciel écoute diplomatie patience  Egalité dhumeur  capacité à rester aimable et souriante en toute circonstance  Tempérament réactif et enthousiaste,Français Courant,Non spécifié,0,0,-1
1483,Réceptionniste Franco Anglophone  Casablanca Maroc,https://www.rekrute.com/,2024-11-14,Manpower Agences,Pour le compte dune multinationale industrielle située à Casablanca nous sommes à la recherche dune réceptionniste francoanglophone en contrat dintérim Missions principales   Accueillir les visiteurs,1 postes sur Casablanca et région  Maroc,Casablanca,Secteur dactivité  Autres Industries,Non spécifié,Intérim,Bac 3 Minimum  Université  Formation spécialisée,De 1 à 3 ans,Profil recherché   Formation  Bac23 en Gestion dentreprise ou équivalent  Expérience confirmée dau moins deux ans dans un poste similaire  Bon niveau en Français et en Anglais à loral comme à lécrit  Salaire net  5500 Dhs  Type de contrat  Intérim  Lieu  Ain Sebaa Casablanca,Français Anglais,Non spécifié,Non spécifié,Anglais Courant Français Courant,Non spécifié,0,-1,-1
1484,Transformation manager Junior HF  Rabat Maroc,https://www.rekrute.com/,2024-11-14,Université Internationale de Rabat UIR,Le Transformation Manager est responsable de la liaison entre les fonctions métiersupport et les équipes en charge des systèmes dinformation et de lorganisation En tant que point de contact principal il a pour rôle de,1 postes sur Rabat et région  Maroc,Rabat,Secteur dactivité  Enseignement  Formation  Informatique,Non spécifié,CDI,Bac 5 et plus Minimum,De 1 à 3 ans,Profil recherché  Niveau de formation  Bac5 écoles dingénieurs ou de commerce ou diplôme universitaire équivalent Expérience Professionnelle  1 à 3 ans dexpérience dans des postes relevant de la transformation la gestion de projet lAMOA Une expérience confirmée dans la gestion de projets elearning  éducation numérique est un grand atout Compétences  Excellentes compétences en communication et en gestion de projet la compréhension des enjeux IT liés aux universités est un atout majeur aisance en communication dynamique sérieux sens de lorganisation bon relationnel proactif sens des responsabilités résistance au stress,Non spécifié,communication organisation relationnel sens des responsabilités,Compétences  Excellentes compétences en communication et en gestion de projet la compréhension des enjeux IT liés aux universités est un atout majeur aisance en communication dynamique sérieux sens de lorganisation bon relationnel proactif sens des responsabilités résistance au stress,Français Courant,Non spécifié,0,0,-1
